会社コード,業種名,和文社名,住所,電話,設立年月,lat,lon
440072,通信・放送,（株）Ｊ－Ｍｏｂｉｌｅ,東京都中央区日本橋大伝馬町６－５　岩清日本橋ビル３階,03-5643-6030,201304,35.6895833,139.7789092
440075,機械卸売,サウスコ・ジャパン（株）,大阪府大阪市此花区島屋６－２－８２　ユニバーサルシティ和幸ビル７階,06-6466-1200,201300,34.668164,135.43853
440076,機械,シンジーテック（株）,神奈川県横須賀市浦郷町５－２９３１,046-866-2172,201310,35.3124179,139.6406263
440077,電気機器卸売,コンエアージャパン合同会社,東京都港区南青山１－１５－４１,03-5413-8350,201306,35.6700743,139.7261977
440078,情報・システム・ソフト,イノベーション・マトリックス・インク（日本支社）,兵庫県神戸市灘区王子町１－４－１７,078-801-0223,200400,34.7099342,135.2183211
440079,機械卸売,カーゴテック・ジャパン（株）,神奈川県横浜市港北区新横浜２－１３－１３,045-620-5801,197301,35.5093636,139.6138534
440081,機械卸売,Ｓｅｒａｃ　Ｊａｐａｎ（株）,東京都新宿区四谷４－３－２０　いちご四谷四丁目ビル８階,03-5367-5391,201401,35.6879277,139.7175264
440084,損害保険,アメリカンホーム医療・損害保険（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴビル,03-5401-8000,201307,35.6634944,139.744526
440085,化学卸売,ＬＧ化学ジャパン（株）,東京都中央区京橋２－１－３　京橋トラストタワー１２階,03-5299-4530,201401,35.6778093,139.77012
440086,輸送機器,（株）イクヨ,神奈川県厚木市上依知３０１９,046-285-1800,194705,35.513111,139.3527432
440087,情報・システム・ソフト,ＲＳＵＰＰＯＲＴ（株）,東京都港区虎ノ門１－２－２０　第３虎の門電気ビル７階,03-3539-5761,201312,35.6694247,139.7477611
440088,不動産,（株）ＡＳＩＡＮ　ＳＴＡＲ,神奈川県横浜市西区高島２－６－３２　横浜東口ウィスポートビル,045-324-2444,198811,35.462208,139.6214418
440089,その他卸売,（株）レッド・プラネット・ジャパン,東京都品川区西五反田１－９－３　リバーライトビル,050-5835-0966,199906,35.6248737,139.7243101
440092,新聞・出版,ピアソン・ジャパン（株）,東京都千代田区神田錦町２－２－１　ＫＡＮＤＡ　ＳＱＵＡＲＥ　１１階,03-4540-0380,201212,35.6931252,139.7632042
450001,鉄鋼,ＰＯＳＣＯ　Ｊａｐａｎ　ＰＣ（株）,愛知県豊橋市神野西町１－６－６,0532-34-1810,200505,34.7407706,137.3138931
450005,電気機器卸売,（株）ＮＵＣ　ＪＡＰＡＮ,東京都中央区湊１－６－２　ＪＫＨＤビル３階,03-5542-0620,201206,35.6726753,139.7796457
450006,情報・システム・ソフト,Ｆｕｔｕｒｅ　Ｆａｃｉｌｉｔｉｅｓ（株）,東京都新宿区新宿２－１５－２２　Ｌａｎｄｗｏｒｋ新宿ビル５階,03-4520-1500,200912,35.6913816,139.7099257
450009,電気機器卸売,ピュア・ストレージ・ジャパン（株）,東京都千代田区永田町２－１０－３　東急キャピトルタワー１２階,03-4563-7443,201303,35.6739689,139.7407736
450010,食料品,バイオガイアジャパン（株）,広島県広島市中区小町３－１７　市川物産ビル３階,082-504-7788,200608,34.3889254,132.4561726
450011,電気機器,（株）トーキン,宮城県白石市旭町７－１－１,0224-24-4111,193804,37.9895558,140.637217
450012,電気機器,日本アプティブコネクションシステムズサービシス（株）,神奈川県厚木市旭町１－２４－１３　第一伊藤ビル８階,－,201104,35.4376168,139.3640982
450015,他サービス,（株）Ａｕｔｏ　Ｔｅｃｈ　Ｊａｐａｎ,愛知県名古屋市西区幅下２－４－２,052-571-8516,201303,35.1781793,136.893107
450016,電気機器卸売,（株）Ｃｉｅｌ　Ｔｅｒｒｅ　Ｊａｐａｎ,東京都中央区京橋３－１２－７　京橋山本ビル３階,03-6264-4596,201306,35.6745293,139.7717375
450018,電気機器卸売,サンテックエナジーディベロップメント（株）,東京都新宿区西新宿３－６－１１　西新宿ＫＳビル６階,03-3342-6555,201403,35.686633,139.6912021
450020,その他卸売,ポラール・エレクトロ・ジャパン（株）,東京都千代田区神田東松下町１３　神田プラザビル７階,050-4560-7570,200903,35.6938313,139.7745206
450022,情報・システム・ソフト,モバイルアイアン・インターナショナル・インク（日本支店）,東京都港区南麻布３－１９－２３　オーク南麻布ビル２階,－,201309,35.6473872,139.7300369
450023,化学,オルネクスジャパン（株）,東京都中央区日本橋３－６－２　日本橋フロントビル４階,03-5202-8070,197610,35.6796306,139.7725163
450024,情報・システム・ソフト,Ｎｏｏｍ　Ｊａｐａｎ（株）,東京都新宿区西新宿３－９－７　フロンティア新宿タワーオフィス３階,－,201508,35.6843758,139.6903264
450029,情報・システム・ソフト,レノボ・エンタープライズ・ソリューションズ合同会社,東京都千代田区外神田４－１４－１　秋葉原ＵＤＸビル１０階,0120-686-200,201405,35.7006943,139.7726237
450030,食料品,コスモ企業（株）,千葉県成田市古込１６４,0476-32-8600,195206,35.7733612,140.383434
450031,精密機器卸売,Ｂ＆Ｒ（株）,神奈川県横浜市西区高島１－１－２　横浜三井ビル１５階,045-263-8460,201403,35.4631438,139.6248878
450033,情報・システム・ソフト,ＨＲＳ　Ｊａｐａｎ（株）,東京都港区虎ノ門１－１０－５　ＫＤＸ虎ノ門一丁目ビル１１階,03-3519-1500,201310,35.668419,139.750634
450034,機械卸売,マキシメーター・フルード・テクノロジーズ（株）,東京都中央区京橋２－５－２　京橋東邦センタービル３階,03-3562-7787,201403,35.6765013,139.7703696
450036,医薬品,ハンルイ医薬（株）,愛知県名古屋市中区錦３－５－３１　ジブラルタ生命名古屋錦ビル８階,052-950-3088,201405,35.1733647,136.9068169
450038,電力・ガス,Ｘ－Ｅｌｉｏ　Ｊａｐａｎ（株）,東京都中央区銀座４－１４－１１　七十七銀座ビル８階,03-6264-3830,201208,35.6688195,139.7684597
450039,電気機器,セレスパワー（日本駐在員事務所）,大阪府大阪市北区梅田２－２－２　ヒルトンプラザウエストオフィスタワー１９階,06-6133-5726,201405,34.6998886,135.4951856
450040,他サービス,グローバルブルー・ティエフエス・ジャパン（株）,東京都千代田区外神田４－５－４　亀松ビル７階,03-6386-5650,201309,35.7016448,139.7719571
450041,情報・システム・ソフト,ダータワーズジャパン（株）,東京都港区芝公園２－３－２７　芝公園ＰＲ－ＥＸ７階,03-6435-7744,201309,35.6569084,139.7517151
450042,機械卸売,ＲＴＩ　Ａｓｉａ合同会社,東京都中央区日本橋馬喰町１－５－１２　ＣＩＲＣＬＥＳ日本橋馬喰町,－,201404,35.6925325,139.7820986
450044,飲食・外食,（株）ヒルマンレストランジャパン,大阪府大阪市天王寺区東高津町１１－９　サムティ上本町ビル８階,06-6191-8885,201403,34.6663556,135.5227667
450045,繊維・衣服卸売,ＧＵＥＳＳ　ＪＡＰＡＮ合同会社,東京都港区北青山３－３－１１　ルネ青山８階,－,201302,35.6679999,139.7145538
450046,精密機器卸売,Ｍｅｄｉｓ　ｍｅｄｉｃａｌ　ｉｍａｇｉｎｇ　ｓｙｓｔｅｍｓ　ｂｖ（東京支店）,東京都中央区日本橋兜町５－１　第１平和ビル３階,03-6778-2589,201311,35.6821696,139.7783654
450047,情報・システム・ソフト,Ｐｉｖｏｔａｌ　Ｔｅｌｅｃｏｍ　Ｓｅｒｖｉｃｅ（株）,神奈川県横浜市中区元浜町３－２１－２　ヘリオス関内ビル３０６,045-222-0710,201309,35.4494029,139.6395902
450049,情報・システム・ソフト,クラスドゥ（株）,東京都渋谷区神南１－５－６　Ｈ１Ｏ渋谷神南７階,03-3780-6232,201005,35.6648154,139.6998153
450050,輸送用機器卸売,コンチネンタルタイヤ・ジャパン（株）,東京都品川区東品川２－３－１２,03-5783-7460,201406,35.6243989,139.7508765
450053,化学卸売,ＥＬＣジャパン（株）,東京都千代田区丸の内３－２－３　丸の内二重橋ビルディング２０階,03-6625-1000,200804,35.6777775,139.7615096
450055,ガラス・土石,コーニングジャパン（株）,東京都港区赤坂１－１１－４４　赤坂インターシティ７階,03-5562-2260,197103,35.6688986,139.7425432
450056,倉庫・物流関連,ＡＰＭターミナルズジャパン（株）,神奈川県横浜市中区南本牧２,045-624-5900,200801,35.4033249,139.6737426
450057,貨物運送,（株）ゼロ,神奈川県川崎市幸区堀川町５８０　ソリッドスクエア西館,044-520-0106,196110,35.5354184,139.6995142
450058,電気機器,（株）テラプローブ,神奈川県横浜市港北区新横浜２－７－１７,045-476-1011,200508,35.5075361,139.6134428
450059,他小売,（株）ベリテ,神奈川県横浜市神奈川区鶴屋町３－３３－８,045-415-8800,194805,35.4694032,139.6177613
450061,飲食・外食,（株）Ｗｏｌｆｇａｎｇ’ｓ　Ｓｔｅａｋｈｏｕｓｅ　ＪＡＰＡＮ,東京都港区六本木５－５－１　ロアビル（株）ＷＤＩ　ＪＡＰＡＮ内,03-3470-5307,201401,35.6619029,139.7345679
450063,その他卸売,エバスペヒャーミクニクライメットコントロールシステムズ（株）,神奈川県小田原市久野２４８０,050-3802-7612,201304,35.2742106,139.1320161
450068,他サービス,久光－サノフィ（株）,東京都新宿区西新宿３－２０－２　東京オペラシティタワー,－,201207,35.682955,139.6867214
450072,輸送機器,ＩＴＭ－ＵＮＩＦＲＡＸ（株）,千葉県香取郡神崎町武田２０－８,0478-72-3850,201201,35.8720721,140.4214496
450080,輸送用機器卸売,ＳＩＥ（株）,兵庫県神戸市中央区三宮町３－９－２０,078-385-6036,201406,34.6903782,135.1898136
450082,電気機器卸売,Ｒａｂｂｉｔ　Ａｉｒ　Ｊａｐａｎ（株）,兵庫県神戸市東灘区向洋町中１－１４　イーストコート２番街２０２号室,078-855-2852,201407,34.6910585,135.2705035
450083,機械,ＧＥパワーソリューション（株）,兵庫県神戸市中央区東川崎町１－３－３　神戸ハーバーランドセンタービル７階,078-569-1001,201404,34.6788737,135.1806595
450086,機械,ユネックス合同会社,東京都大田区平和島６－１－１　東京流通センター物流ビルＢ棟４階ＢＥ４－Ｓ,03-6404-6116,201401,35.579357,139.7490337
450087,コンサルティング,ブイグ・アジア（株）,東京都千代田区平河町１－７－２１　平河町昭和ビル６階,03-3239-2277,201412,35.6827773,139.7408776
450088,機械卸売,（株）テナントカンパニージャパン,神奈川県横浜市中区山下町２　産業貿易センタービル９階,045-640-5630,201412,35.4470319,139.6457826
450089,総合卸売,ティッセンクルップ・オートモーティブ・ジャパン（株）,神奈川県横浜市西区みなとみらい２－３－１,045-211-4606,200708,35.4565133,139.6328826
450091,証券,ＣＬＳＡ証券（株）,東京都港区東新橋１－９－２　汐留住友ビル１６階,03-4578-8000,201305,35.6621646,139.7601766
450092,化学卸売,エイチ・ホルスタイン（株）,東京都千代田区九段南２－４－１１,03-5213-5541,201410,35.6933988,139.7442486
450093,広告,（株）ＴＢＷＡ　ＨＡＫＵＨＯＤＯ,東京都港区芝浦１－１３－１０　第３東運ビル,03-5446-7200,200608,35.6462482,139.7532291
450094,貨物運送,ＧＥＯＤＩＳ　Ｊａｐａｎ（株）,東京都品川区大崎５－１－１１　住友生命五反田ビル５階,03-6431-8045,200903,35.6238917,139.724769
450095,その他卸売,メリタジャパン（株）,東京都江東区亀戸２－２６－１０　立花亀戸ビル６階,03-5836-2701,197405,35.6987089,139.8251786
450097,非鉄金属,ＢＡＳＦ戸田バッテリーマテリアルズ合同会社,山口県山陽小野田市新沖１－１－１,0836-55-1011,201502,33.9678276,131.1702212
450098,その他卸売,ＳＴＸ日本（株）,東京都港区虎ノ門１－１－２１　新虎ノ門実業会館７階,03-5510-1323,201402,35.6703684,139.7504851
450099,海運,Ｐａｎ　Ｏｃｅａｎコンテナ日本（株）,東京都港区東新橋２－４－６　パラッツォシエナ６階,03-5425-3703,201108,35.6616165,139.7576011
450101,不動産,ＪＬＬモールマネジメント（株）,東京都台東区上野５－３－４,03-3836-8100,200208,35.7030599,139.774651
450102,電気機器,マイクロンメモリジャパン（株）,東京都港区港南１－２－７０　品川シーズンテラス８階,050-3505-3150,199912,35.6324899,139.743003
460003,他サービス,ＳＭＲＣ　Ａｕｔｏｍｏｔｉｖｅ　Ｉｎｔｅｒｉｏｒｓ　Ｊａｐａｎ合同会社,神奈川県横浜市西区花咲町６－１４５　横浜花咲ビル５階,045-329-1700,201409,35.4572057,139.6244097
